Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint
9573,"[20, 32, 28, 17, 38]","[3, 8, 7, 15, 17]",18,"[0, 0, 0, 1, 0]",15,27.0,10.0,Maximize: 3*x0 + 8*x1 + 7*x2 + 15*x3 + 17*x4,Constraint: 20*x0 + 32*x1 + 28*x2 + 17*x3 + 38*x4 <= 18
9574,"[3, 40, 28, 27, 29]","[4, 13, 9, 4, 18]",51,"[1, 0, 0, 0, 1]",22,25.4,9.6,Maximize: 4*x0 + 13*x1 + 9*x2 + 4*x3 + 18*x4,Constraint: 3*x0 + 40*x1 + 28*x2 + 27*x3 + 29*x4 <= 51
9575,"[8, 3, 37, 3, 19]","[18, 8, 12, 18, 17]",24,"[1, 1, 0, 1, 0]",44,14.0,14.6,Maximize: 18*x0 + 8*x1 + 12*x2 + 18*x3 + 17*x4,Constraint: 8*x0 + 3*x1 + 37*x2 + 3*x3 + 19*x4 <= 24
9576,"[6, 6, 21, 49, 32]","[6, 5, 3, 12, 11]",88,"[1, 0, 0, 1, 1]",29,22.8,7.4,Maximize: 6*x0 + 5*x1 + 3*x2 + 12*x3 + 11*x4,Constraint: 6*x0 + 6*x1 + 21*x2 + 49*x3 + 32*x4 <= 88
9577,"[24, 26, 23, 35, 17]","[8, 3, 12, 5, 8]",30,"[0, 0, 1, 0, 0]",12,25.0,7.2,Maximize: 8*x0 + 3*x1 + 12*x2 + 5*x3 + 8*x4,Constraint: 24*x0 + 26*x1 + 23*x2 + 35*x3 + 17*x4 <= 30
9578,"[13, 4, 20, 40, 39]","[12, 15, 1, 2, 8]",86,"[1, 1, 1, 0, 1]",36,23.2,7.6,Maximize: 12*x0 + 15*x1 + 1*x2 + 2*x3 + 8*x4,Constraint: 13*x0 + 4*x1 + 20*x2 + 40*x3 + 39*x4 <= 86
9579,"[19, 1, 35, 35, 21]","[14, 10, 13, 11, 18]",75,"[1, 0, 1, 0, 1]",45,22.2,13.2,Maximize: 14*x0 + 10*x1 + 13*x2 + 11*x3 + 18*x4,Constraint: 19*x0 + 1*x1 + 35*x2 + 35*x3 + 21*x4 <= 75
9580,"[46, 13, 32, 42, 44]","[10, 11, 18, 9, 16]",86,"[0, 0, 1, 0, 1]",34,35.4,12.8,Maximize: 10*x0 + 11*x1 + 18*x2 + 9*x3 + 16*x4,Constraint: 46*x0 + 13*x1 + 32*x2 + 42*x3 + 44*x4 <= 86
9581,"[14, 39, 36, 34, 5]","[19, 16, 18, 17, 1]",78,"[1, 0, 1, 0, 1]",38,25.6,14.2,Maximize: 19*x0 + 16*x1 + 18*x2 + 17*x3 + 1*x4,Constraint: 14*x0 + 39*x1 + 36*x2 + 34*x3 + 5*x4 <= 78
9582,"[35, 25, 24, 17, 31]","[3, 17, 18, 12, 11]",33,"[0, 0, 1, 0, 0]",18,26.4,12.2,Maximize: 3*x0 + 17*x1 + 18*x2 + 12*x3 + 11*x4,Constraint: 35*x0 + 25*x1 + 24*x2 + 17*x3 + 31*x4 <= 33
9583,"[9, 6, 32, 16, 36]","[12, 2, 6, 19, 10]",72,"[1, 1, 0, 1, 1]",43,19.8,9.8,Maximize: 12*x0 + 2*x1 + 6*x2 + 19*x3 + 10*x4,Constraint: 9*x0 + 6*x1 + 32*x2 + 16*x3 + 36*x4 <= 72
9584,"[47, 27, 12, 5, 42]","[15, 6, 10, 16, 8]",42,"[0, 0, 1, 1, 0]",26,26.6,11.0,Maximize: 15*x0 + 6*x1 + 10*x2 + 16*x3 + 8*x4,Constraint: 47*x0 + 27*x1 + 12*x2 + 5*x3 + 42*x4 <= 42
9585,"[21, 32, 9, 43, 29]","[9, 4, 12, 15, 16]",74,"[1, 0, 1, 0, 1]",37,26.8,11.2,Maximize: 9*x0 + 4*x1 + 12*x2 + 15*x3 + 16*x4,Constraint: 21*x0 + 32*x1 + 9*x2 + 43*x3 + 29*x4 <= 74
9586,"[48, 31, 9, 2, 17]","[2, 18, 12, 12, 3]",38,"[0, 1, 0, 1, 0]",30,21.4,9.4,Maximize: 2*x0 + 18*x1 + 12*x2 + 12*x3 + 3*x4,Constraint: 48*x0 + 31*x1 + 9*x2 + 2*x3 + 17*x4 <= 38
9587,"[39, 37, 36, 30, 34]","[19, 7, 4, 4, 1]",81,"[1, 1, 0, 0, 0]",26,35.2,7.0,Maximize: 19*x0 + 7*x1 + 4*x2 + 4*x3 + 1*x4,Constraint: 39*x0 + 37*x1 + 36*x2 + 30*x3 + 34*x4 <= 81
9588,"[1, 40, 37, 8, 28]","[12, 12, 14, 7, 15]",34,"[1, 0, 0, 0, 1]",27,22.8,12.0,Maximize: 12*x0 + 12*x1 + 14*x2 + 7*x3 + 15*x4,Constraint: 1*x0 + 40*x1 + 37*x2 + 8*x3 + 28*x4 <= 34
9589,"[36, 5, 21, 39, 20]","[13, 19, 9, 13, 12]",62,"[1, 1, 0, 0, 1]",44,24.2,13.2,Maximize: 13*x0 + 19*x1 + 9*x2 + 13*x3 + 12*x4,Constraint: 36*x0 + 5*x1 + 21*x2 + 39*x3 + 20*x4 <= 62
9590,"[25, 39, 10, 41, 21]","[7, 9, 15, 14, 11]",26,"[0, 0, 1, 0, 0]",15,27.2,11.2,Maximize: 7*x0 + 9*x1 + 15*x2 + 14*x3 + 11*x4,Constraint: 25*x0 + 39*x1 + 10*x2 + 41*x3 + 21*x4 <= 26
9591,"[38, 31, 2, 19, 17]","[8, 11, 15, 14, 12]",46,"[0, 0, 1, 1, 1]",41,21.4,12.0,Maximize: 8*x0 + 11*x1 + 15*x2 + 14*x3 + 12*x4,Constraint: 38*x0 + 31*x1 + 2*x2 + 19*x3 + 17*x4 <= 46
9592,"[39, 9, 40, 29, 35]","[16, 6, 10, 18, 14]",36,"[0, 0, 0, 1, 0]",18,30.4,12.8,Maximize: 16*x0 + 6*x1 + 10*x2 + 18*x3 + 14*x4,Constraint: 39*x0 + 9*x1 + 40*x2 + 29*x3 + 35*x4 <= 36
9593,"[25, 36, 31, 3, 31]","[6, 12, 16, 17, 6]",23,"[0, 0, 0, 1, 0]",17,25.2,11.4,Maximize: 6*x0 + 12*x1 + 16*x2 + 17*x3 + 6*x4,Constraint: 25*x0 + 36*x1 + 31*x2 + 3*x3 + 31*x4 <= 23
9594,"[24, 7, 46, 34, 46]","[8, 13, 11, 15, 5]",21,"[0, 1, 0, 0, 0]",13,31.4,10.4,Maximize: 8*x0 + 13*x1 + 11*x2 + 15*x3 + 5*x4,Constraint: 24*x0 + 7*x1 + 46*x2 + 34*x3 + 46*x4 <= 21
9595,"[45, 42, 30, 31, 26]","[19, 2, 15, 17, 7]",40,"[0, 0, 0, 1, 0]",17,34.8,12.0,Maximize: 19*x0 + 2*x1 + 15*x2 + 17*x3 + 7*x4,Constraint: 45*x0 + 42*x1 + 30*x2 + 31*x3 + 26*x4 <= 40
9596,"[39, 47, 38, 13, 35]","[4, 19, 9, 4, 4]",49,"[0, 1, 0, 0, 0]",19,34.4,8.0,Maximize: 4*x0 + 19*x1 + 9*x2 + 4*x3 + 4*x4,Constraint: 39*x0 + 47*x1 + 38*x2 + 13*x3 + 35*x4 <= 49
9597,"[9, 18, 17, 47, 33]","[9, 16, 14, 19, 10]",66,"[1, 1, 1, 0, 0]",39,24.8,13.6,Maximize: 9*x0 + 16*x1 + 14*x2 + 19*x3 + 10*x4,Constraint: 9*x0 + 18*x1 + 17*x2 + 47*x3 + 33*x4 <= 66
9598,"[42, 6, 12, 29, 36]","[11, 2, 10, 5, 5]",68,"[1, 1, 1, 0, 0]",23,25.0,6.6,Maximize: 11*x0 + 2*x1 + 10*x2 + 5*x3 + 5*x4,Constraint: 42*x0 + 6*x1 + 12*x2 + 29*x3 + 36*x4 <= 68
9599,"[22, 29, 43, 17, 1]","[2, 12, 7, 10, 7]",34,"[0, 1, 0, 0, 1]",19,22.4,7.6,Maximize: 2*x0 + 12*x1 + 7*x2 + 10*x3 + 7*x4,Constraint: 22*x0 + 29*x1 + 43*x2 + 17*x3 + 1*x4 <= 34
9600,"[6, 26, 42, 4, 40]","[16, 10, 7, 15, 15]",42,"[1, 1, 0, 1, 0]",41,23.6,12.6,Maximize: 16*x0 + 10*x1 + 7*x2 + 15*x3 + 15*x4,Constraint: 6*x0 + 26*x1 + 42*x2 + 4*x3 + 40*x4 <= 42
9601,"[39, 2, 22, 32, 19]","[12, 7, 12, 7, 11]",88,"[1, 1, 1, 0, 1]",42,22.8,9.8,Maximize: 12*x0 + 7*x1 + 12*x2 + 7*x3 + 11*x4,Constraint: 39*x0 + 2*x1 + 22*x2 + 32*x3 + 19*x4 <= 88
9602,"[7, 35, 18, 14, 48]","[17, 5, 18, 5, 16]",26,"[1, 0, 1, 0, 0]",35,24.4,12.2,Maximize: 17*x0 + 5*x1 + 18*x2 + 5*x3 + 16*x4,Constraint: 7*x0 + 35*x1 + 18*x2 + 14*x3 + 48*x4 <= 26
9603,"[5, 48, 47, 1, 13]","[1, 10, 5, 18, 12]",22,"[1, 0, 0, 1, 1]",31,22.8,9.2,Maximize: 1*x0 + 10*x1 + 5*x2 + 18*x3 + 12*x4,Constraint: 5*x0 + 48*x1 + 47*x2 + 1*x3 + 13*x4 <= 22
9604,"[19, 13, 34, 35, 16]","[15, 12, 2, 3, 15]",68,"[1, 1, 0, 0, 1]",42,23.4,9.4,Maximize: 15*x0 + 12*x1 + 2*x2 + 3*x3 + 15*x4,Constraint: 19*x0 + 13*x1 + 34*x2 + 35*x3 + 16*x4 <= 68
9605,"[34, 17, 4, 16, 47]","[10, 4, 6, 12, 15]",85,"[0, 1, 1, 1, 1]",37,23.6,9.4,Maximize: 10*x0 + 4*x1 + 6*x2 + 12*x3 + 15*x4,Constraint: 34*x0 + 17*x1 + 4*x2 + 16*x3 + 47*x4 <= 85
9606,"[28, 7, 47, 19, 24]","[7, 3, 17, 6, 12]",95,"[0, 0, 1, 1, 1]",35,25.0,9.0,Maximize: 7*x0 + 3*x1 + 17*x2 + 6*x3 + 12*x4,Constraint: 28*x0 + 7*x1 + 47*x2 + 19*x3 + 24*x4 <= 95
9607,"[17, 44, 19, 47, 18]","[17, 9, 10, 18, 5]",87,"[1, 0, 1, 1, 0]",45,29.0,11.8,Maximize: 17*x0 + 9*x1 + 10*x2 + 18*x3 + 5*x4,Constraint: 17*x0 + 44*x1 + 19*x2 + 47*x3 + 18*x4 <= 87
9608,"[7, 5, 33, 13, 21]","[15, 13, 9, 18, 16]",82,"[1, 1, 1, 1, 1]",71,15.8,14.2,Maximize: 15*x0 + 13*x1 + 9*x2 + 18*x3 + 16*x4,Constraint: 7*x0 + 5*x1 + 33*x2 + 13*x3 + 21*x4 <= 82
9609,"[5, 43, 37, 44, 46]","[18, 15, 17, 4, 17]",99,"[1, 0, 1, 0, 1]",52,35.0,14.2,Maximize: 18*x0 + 15*x1 + 17*x2 + 4*x3 + 17*x4,Constraint: 5*x0 + 43*x1 + 37*x2 + 44*x3 + 46*x4 <= 99
9610,"[44, 25, 31, 38, 40]","[7, 13, 5, 13, 6]",33,"[0, 1, 0, 0, 0]",13,35.6,8.8,Maximize: 7*x0 + 13*x1 + 5*x2 + 13*x3 + 6*x4,Constraint: 44*x0 + 25*x1 + 31*x2 + 38*x3 + 40*x4 <= 33
9611,"[11, 18, 18, 13, 27]","[1, 4, 5, 13, 4]",27,"[1, 0, 0, 1, 0]",14,17.4,5.4,Maximize: 1*x0 + 4*x1 + 5*x2 + 13*x3 + 4*x4,Constraint: 11*x0 + 18*x1 + 18*x2 + 13*x3 + 27*x4 <= 27
9612,"[6, 31, 42, 13, 13]","[11, 1, 2, 11, 19]",41,"[1, 0, 0, 1, 1]",41,21.0,8.8,Maximize: 11*x0 + 1*x1 + 2*x2 + 11*x3 + 19*x4,Constraint: 6*x0 + 31*x1 + 42*x2 + 13*x3 + 13*x4 <= 41
9613,"[26, 19, 7, 21, 27]","[6, 8, 15, 14, 3]",99,"[1, 1, 1, 1, 0]",43,20.0,9.2,Maximize: 6*x0 + 8*x1 + 15*x2 + 14*x3 + 3*x4,Constraint: 26*x0 + 19*x1 + 7*x2 + 21*x3 + 27*x4 <= 99
9614,"[27, 2, 8, 38, 41]","[19, 12, 16, 10, 13]",72,"[1, 1, 1, 0, 0]",47,23.2,14.0,Maximize: 19*x0 + 12*x1 + 16*x2 + 10*x3 + 13*x4,Constraint: 27*x0 + 2*x1 + 8*x2 + 38*x3 + 41*x4 <= 72
9615,"[21, 38, 14, 4, 30]","[6, 16, 5, 5, 6]",98,"[1, 1, 0, 1, 1]",33,21.4,7.6,Maximize: 6*x0 + 16*x1 + 5*x2 + 5*x3 + 6*x4,Constraint: 21*x0 + 38*x1 + 14*x2 + 4*x3 + 30*x4 <= 98
9616,"[27, 48, 21, 16, 41]","[11, 13, 10, 14, 3]",46,"[1, 0, 0, 1, 0]",25,30.6,10.2,Maximize: 11*x0 + 13*x1 + 10*x2 + 14*x3 + 3*x4,Constraint: 27*x0 + 48*x1 + 21*x2 + 16*x3 + 41*x4 <= 46
9617,"[11, 1, 12, 24, 7]","[3, 16, 17, 5, 12]",35,"[1, 1, 1, 0, 1]",48,11.0,10.6,Maximize: 3*x0 + 16*x1 + 17*x2 + 5*x3 + 12*x4,Constraint: 11*x0 + 1*x1 + 12*x2 + 24*x3 + 7*x4 <= 35
9618,"[26, 33, 31, 18, 35]","[4, 17, 11, 4, 7]",35,"[0, 1, 0, 0, 0]",17,28.6,8.6,Maximize: 4*x0 + 17*x1 + 11*x2 + 4*x3 + 7*x4,Constraint: 26*x0 + 33*x1 + 31*x2 + 18*x3 + 35*x4 <= 35
9619,"[30, 13, 30, 16, 6]","[2, 5, 7, 19, 1]",34,"[0, 1, 0, 1, 0]",24,19.0,6.8,Maximize: 2*x0 + 5*x1 + 7*x2 + 19*x3 + 1*x4,Constraint: 30*x0 + 13*x1 + 30*x2 + 16*x3 + 6*x4 <= 34
9620,"[8, 7, 10, 42, 40]","[15, 7, 6, 13, 8]",98,"[1, 1, 0, 1, 1]",43,21.4,9.8,Maximize: 15*x0 + 7*x1 + 6*x2 + 13*x3 + 8*x4,Constraint: 8*x0 + 7*x1 + 10*x2 + 42*x3 + 40*x4 <= 98
9621,"[17, 37, 49, 7, 18]","[8, 18, 5, 17, 7]",47,"[0, 1, 0, 1, 0]",35,25.6,11.0,Maximize: 8*x0 + 18*x1 + 5*x2 + 17*x3 + 7*x4,Constraint: 17*x0 + 37*x1 + 49*x2 + 7*x3 + 18*x4 <= 47
9622,"[38, 5, 26, 47, 13]","[19, 11, 7, 14, 4]",29,"[0, 1, 0, 0, 1]",15,25.8,11.0,Maximize: 19*x0 + 11*x1 + 7*x2 + 14*x3 + 4*x4,Constraint: 38*x0 + 5*x1 + 26*x2 + 47*x3 + 13*x4 <= 29
9623,"[19, 3, 12, 34, 41]","[4, 19, 14, 19, 4]",65,"[0, 1, 1, 1, 0]",52,21.8,12.0,Maximize: 4*x0 + 19*x1 + 14*x2 + 19*x3 + 4*x4,Constraint: 19*x0 + 3*x1 + 12*x2 + 34*x3 + 41*x4 <= 65
9624,"[37, 5, 32, 30, 21]","[16, 4, 17, 14, 7]",28,"[0, 1, 0, 0, 1]",11,25.0,11.6,Maximize: 16*x0 + 4*x1 + 17*x2 + 14*x3 + 7*x4,Constraint: 37*x0 + 5*x1 + 32*x2 + 30*x3 + 21*x4 <= 28
9625,"[49, 48, 42, 37, 5]","[8, 4, 1, 17, 5]",30,"[0, 0, 0, 0, 1]",5,36.2,7.0,Maximize: 8*x0 + 4*x1 + 1*x2 + 17*x3 + 5*x4,Constraint: 49*x0 + 48*x1 + 42*x2 + 37*x3 + 5*x4 <= 30
9626,"[40, 12, 31, 25, 34]","[14, 19, 7, 17, 17]",84,"[0, 1, 0, 1, 1]",53,28.4,14.8,Maximize: 14*x0 + 19*x1 + 7*x2 + 17*x3 + 17*x4,Constraint: 40*x0 + 12*x1 + 31*x2 + 25*x3 + 34*x4 <= 84
9627,"[14, 27, 28, 38, 18]","[3, 6, 6, 5, 16]",72,"[1, 1, 0, 0, 1]",25,25.0,7.2,Maximize: 3*x0 + 6*x1 + 6*x2 + 5*x3 + 16*x4,Constraint: 14*x0 + 27*x1 + 28*x2 + 38*x3 + 18*x4 <= 72
9628,"[46, 44, 38, 37, 33]","[6, 8, 14, 11, 6]",36,"[0, 0, 0, 0, 1]",6,39.6,9.0,Maximize: 6*x0 + 8*x1 + 14*x2 + 11*x3 + 6*x4,Constraint: 46*x0 + 44*x1 + 38*x2 + 37*x3 + 33*x4 <= 36
9629,"[34, 40, 4, 34, 23]","[1, 19, 5, 11, 7]",22,"[0, 0, 1, 0, 0]",5,27.0,8.6,Maximize: 1*x0 + 19*x1 + 5*x2 + 11*x3 + 7*x4,Constraint: 34*x0 + 40*x1 + 4*x2 + 34*x3 + 23*x4 <= 22
9630,"[27, 5, 22, 11, 21]","[1, 1, 14, 18, 3]",81,"[1, 0, 1, 1, 1]",36,17.2,7.4,Maximize: 1*x0 + 1*x1 + 14*x2 + 18*x3 + 3*x4,Constraint: 27*x0 + 5*x1 + 22*x2 + 11*x3 + 21*x4 <= 81
9631,"[4, 38, 30, 1, 40]","[12, 16, 1, 13, 12]",62,"[1, 1, 0, 1, 0]",41,22.6,10.8,Maximize: 12*x0 + 16*x1 + 1*x2 + 13*x3 + 12*x4,Constraint: 4*x0 + 38*x1 + 30*x2 + 1*x3 + 40*x4 <= 62
9632,"[25, 15, 29, 41, 30]","[4, 13, 3, 17, 2]",77,"[0, 1, 0, 1, 0]",30,28.0,7.8,Maximize: 4*x0 + 13*x1 + 3*x2 + 17*x3 + 2*x4,Constraint: 25*x0 + 15*x1 + 29*x2 + 41*x3 + 30*x4 <= 77
9633,"[23, 9, 39, 49, 13]","[8, 3, 6, 10, 3]",40,"[1, 1, 0, 0, 0]",11,26.6,6.0,Maximize: 8*x0 + 3*x1 + 6*x2 + 10*x3 + 3*x4,Constraint: 23*x0 + 9*x1 + 39*x2 + 49*x3 + 13*x4 <= 40
9634,"[8, 47, 40, 9, 44]","[9, 18, 17, 8, 18]",59,"[1, 0, 1, 1, 0]",34,29.6,14.0,Maximize: 9*x0 + 18*x1 + 17*x2 + 8*x3 + 18*x4,Constraint: 8*x0 + 47*x1 + 40*x2 + 9*x3 + 44*x4 <= 59
9635,"[40, 15, 34, 21, 45]","[17, 14, 13, 4, 6]",60,"[1, 1, 0, 0, 0]",31,31.0,10.8,Maximize: 17*x0 + 14*x1 + 13*x2 + 4*x3 + 6*x4,Constraint: 40*x0 + 15*x1 + 34*x2 + 21*x3 + 45*x4 <= 60
9636,"[20, 34, 39, 12, 17]","[8, 6, 17, 18, 10]",17,"[0, 0, 0, 1, 0]",18,24.4,11.8,Maximize: 8*x0 + 6*x1 + 17*x2 + 18*x3 + 10*x4,Constraint: 20*x0 + 34*x1 + 39*x2 + 12*x3 + 17*x4 <= 17
9637,"[1, 29, 44, 19, 46]","[4, 9, 18, 17, 2]",92,"[0, 1, 1, 1, 0]",44,27.8,10.0,Maximize: 4*x0 + 9*x1 + 18*x2 + 17*x3 + 2*x4,Constraint: 1*x0 + 29*x1 + 44*x2 + 19*x3 + 46*x4 <= 92
9638,"[22, 17, 32, 4, 43]","[12, 8, 2, 9, 10]",75,"[1, 1, 1, 1, 0]",31,23.6,8.2,Maximize: 12*x0 + 8*x1 + 2*x2 + 9*x3 + 10*x4,Constraint: 22*x0 + 17*x1 + 32*x2 + 4*x3 + 43*x4 <= 75
9639,"[20, 45, 27, 7, 38]","[4, 8, 2, 1, 15]",77,"[1, 0, 0, 1, 1]",20,27.4,6.0,Maximize: 4*x0 + 8*x1 + 2*x2 + 1*x3 + 15*x4,Constraint: 20*x0 + 45*x1 + 27*x2 + 7*x3 + 38*x4 <= 77
9640,"[23, 6, 23, 23, 49]","[14, 17, 2, 3, 18]",94,"[1, 1, 0, 0, 1]",49,24.8,10.8,Maximize: 14*x0 + 17*x1 + 2*x2 + 3*x3 + 18*x4,Constraint: 23*x0 + 6*x1 + 23*x2 + 23*x3 + 49*x4 <= 94
9641,"[41, 13, 39, 21, 39]","[17, 12, 11, 16, 2]",88,"[1, 1, 0, 1, 0]",45,30.6,11.6,Maximize: 17*x0 + 12*x1 + 11*x2 + 16*x3 + 2*x4,Constraint: 41*x0 + 13*x1 + 39*x2 + 21*x3 + 39*x4 <= 88
9642,"[43, 16, 32, 29, 39]","[11, 15, 13, 6, 5]",60,"[0, 1, 1, 0, 0]",28,31.8,10.0,Maximize: 11*x0 + 15*x1 + 13*x2 + 6*x3 + 5*x4,Constraint: 43*x0 + 16*x1 + 32*x2 + 29*x3 + 39*x4 <= 60
9643,"[24, 34, 35, 47, 41]","[10, 1, 11, 10, 5]",47,"[0, 0, 1, 0, 0]",11,36.2,7.4,Maximize: 10*x0 + 1*x1 + 11*x2 + 10*x3 + 5*x4,Constraint: 24*x0 + 34*x1 + 35*x2 + 47*x3 + 41*x4 <= 47
9644,"[31, 1, 22, 40, 48]","[9, 6, 17, 4, 13]",43,"[0, 1, 1, 0, 0]",23,28.4,9.8,Maximize: 9*x0 + 6*x1 + 17*x2 + 4*x3 + 13*x4,Constraint: 31*x0 + 1*x1 + 22*x2 + 40*x3 + 48*x4 <= 43
9645,"[25, 44, 19, 40, 16]","[7, 16, 13, 1, 15]",35,"[0, 0, 1, 0, 1]",28,28.8,10.4,Maximize: 7*x0 + 16*x1 + 13*x2 + 1*x3 + 15*x4,Constraint: 25*x0 + 44*x1 + 19*x2 + 40*x3 + 16*x4 <= 35
9646,"[38, 27, 35, 3, 19]","[13, 3, 7, 9, 16]",45,"[0, 0, 0, 1, 1]",25,24.4,9.6,Maximize: 13*x0 + 3*x1 + 7*x2 + 9*x3 + 16*x4,Constraint: 38*x0 + 27*x1 + 35*x2 + 3*x3 + 19*x4 <= 45
9647,"[39, 21, 16, 37, 1]","[9, 10, 3, 5, 2]",23,"[0, 1, 0, 0, 1]",12,22.8,5.8,Maximize: 9*x0 + 10*x1 + 3*x2 + 5*x3 + 2*x4,Constraint: 39*x0 + 21*x1 + 16*x2 + 37*x3 + 1*x4 <= 23
9648,"[18, 19, 27, 18, 5]","[15, 6, 5, 3, 6]",98,"[1, 1, 1, 1, 1]",35,17.4,7.0,Maximize: 15*x0 + 6*x1 + 5*x2 + 3*x3 + 6*x4,Constraint: 18*x0 + 19*x1 + 27*x2 + 18*x3 + 5*x4 <= 98
9649,"[42, 48, 10, 25, 20]","[19, 14, 4, 1, 19]",29,"[0, 0, 0, 0, 1]",19,29.0,11.4,Maximize: 19*x0 + 14*x1 + 4*x2 + 1*x3 + 19*x4,Constraint: 42*x0 + 48*x1 + 10*x2 + 25*x3 + 20*x4 <= 29
9650,"[13, 28, 3, 8, 1]","[13, 5, 12, 18, 1]",64,"[1, 1, 1, 1, 1]",49,10.6,9.8,Maximize: 13*x0 + 5*x1 + 12*x2 + 18*x3 + 1*x4,Constraint: 13*x0 + 28*x1 + 3*x2 + 8*x3 + 1*x4 <= 64
9651,"[38, 18, 8, 35, 28]","[18, 19, 8, 7, 5]",91,"[1, 1, 1, 0, 0]",45,25.4,11.4,Maximize: 18*x0 + 19*x1 + 8*x2 + 7*x3 + 5*x4,Constraint: 38*x0 + 18*x1 + 8*x2 + 35*x3 + 28*x4 <= 91
9652,"[30, 35, 29, 12, 46]","[3, 2, 4, 19, 7]",39,"[0, 0, 0, 1, 0]",19,30.4,7.0,Maximize: 3*x0 + 2*x1 + 4*x2 + 19*x3 + 7*x4,Constraint: 30*x0 + 35*x1 + 29*x2 + 12*x3 + 46*x4 <= 39
9653,"[29, 17, 3, 1, 44]","[13, 2, 6, 9, 9]",71,"[1, 1, 1, 1, 0]",30,18.8,7.8,Maximize: 13*x0 + 2*x1 + 6*x2 + 9*x3 + 9*x4,Constraint: 29*x0 + 17*x1 + 3*x2 + 1*x3 + 44*x4 <= 71
9654,"[33, 39, 27, 17, 31]","[11, 12, 3, 7, 14]",43,"[0, 0, 0, 0, 1]",14,29.4,9.4,Maximize: 11*x0 + 12*x1 + 3*x2 + 7*x3 + 14*x4,Constraint: 33*x0 + 39*x1 + 27*x2 + 17*x3 + 31*x4 <= 43
9655,"[37, 35, 7, 40, 35]","[13, 17, 6, 11, 19]",44,"[0, 0, 1, 0, 1]",25,30.8,13.2,Maximize: 13*x0 + 17*x1 + 6*x2 + 11*x3 + 19*x4,Constraint: 37*x0 + 35*x1 + 7*x2 + 40*x3 + 35*x4 <= 44
9656,"[9, 25, 11, 12, 37]","[13, 3, 9, 8, 9]",25,"[1, 0, 1, 0, 0]",22,18.8,8.4,Maximize: 13*x0 + 3*x1 + 9*x2 + 8*x3 + 9*x4,Constraint: 9*x0 + 25*x1 + 11*x2 + 12*x3 + 37*x4 <= 25
9657,"[21, 2, 6, 34, 39]","[13, 16, 12, 12, 8]",23,"[1, 1, 0, 0, 0]",29,20.4,12.2,Maximize: 13*x0 + 16*x1 + 12*x2 + 12*x3 + 8*x4,Constraint: 21*x0 + 2*x1 + 6*x2 + 34*x3 + 39*x4 <= 23
9658,"[8, 21, 38, 27, 12]","[16, 12, 5, 12, 12]",58,"[1, 1, 0, 0, 1]",40,21.2,11.4,Maximize: 16*x0 + 12*x1 + 5*x2 + 12*x3 + 12*x4,Constraint: 8*x0 + 21*x1 + 38*x2 + 27*x3 + 12*x4 <= 58
9659,"[23, 27, 24, 39, 28]","[8, 16, 2, 9, 7]",35,"[0, 1, 0, 0, 0]",16,28.2,8.4,Maximize: 8*x0 + 16*x1 + 2*x2 + 9*x3 + 7*x4,Constraint: 23*x0 + 27*x1 + 24*x2 + 39*x3 + 28*x4 <= 35
9660,"[11, 36, 30, 12, 13]","[14, 6, 16, 16, 19]",91,"[1, 0, 1, 1, 1]",65,20.4,14.2,Maximize: 14*x0 + 6*x1 + 16*x2 + 16*x3 + 19*x4,Constraint: 11*x0 + 36*x1 + 30*x2 + 12*x3 + 13*x4 <= 91
9661,"[35, 6, 41, 26, 24]","[18, 17, 5, 2, 12]",68,"[1, 1, 0, 0, 1]",47,26.4,10.8,Maximize: 18*x0 + 17*x1 + 5*x2 + 2*x3 + 12*x4,Constraint: 35*x0 + 6*x1 + 41*x2 + 26*x3 + 24*x4 <= 68
9662,"[24, 38, 49, 34, 26]","[6, 8, 7, 9, 14]",53,"[1, 0, 0, 0, 1]",20,34.2,8.8,Maximize: 6*x0 + 8*x1 + 7*x2 + 9*x3 + 14*x4,Constraint: 24*x0 + 38*x1 + 49*x2 + 34*x3 + 26*x4 <= 53
9663,"[48, 28, 26, 36, 5]","[3, 18, 12, 19, 3]",73,"[0, 1, 0, 1, 1]",40,28.6,11.0,Maximize: 3*x0 + 18*x1 + 12*x2 + 19*x3 + 3*x4,Constraint: 48*x0 + 28*x1 + 26*x2 + 36*x3 + 5*x4 <= 73
9664,"[7, 9, 28, 18, 1]","[8, 12, 11, 16, 15]",15,"[0, 1, 0, 0, 1]",27,12.6,12.4,Maximize: 8*x0 + 12*x1 + 11*x2 + 16*x3 + 15*x4,Constraint: 7*x0 + 9*x1 + 28*x2 + 18*x3 + 1*x4 <= 15
9665,"[14, 39, 47, 35, 33]","[17, 1, 11, 15, 6]",28,"[1, 0, 0, 0, 0]",17,33.6,10.0,Maximize: 17*x0 + 1*x1 + 11*x2 + 15*x3 + 6*x4,Constraint: 14*x0 + 39*x1 + 47*x2 + 35*x3 + 33*x4 <= 28
9666,"[28, 47, 32, 34, 1]","[6, 8, 1, 13, 18]",34,"[1, 0, 0, 0, 1]",24,28.4,9.2,Maximize: 6*x0 + 8*x1 + 1*x2 + 13*x3 + 18*x4,Constraint: 28*x0 + 47*x1 + 32*x2 + 34*x3 + 1*x4 <= 34
